"n_collect","credit_ratio","interest","initial_list_status","recover","coll_fee","out_prncp","total_cc","term","fees_rec","total_acc","employment","amount","monthly_payment","funded","status","v1","int_rec","reason","last_payment","pymnt_rec","quality","out_prncp_inv","violations","del","inc","prin_rec","credit_bal","ncc","req"
0,63.1,25.83,"a",0,0,31430.95,11387.95," 5 yrs",0,20,"10+",35000,1044.4,35000,"checked",15.83,7818.9,"renovation",1044.4,11387.95,"q7",31430.95,0,1,72000,3569.05,2209,9,1
0,36.7,7.49,"b",0,0,19354.2,10438.55," 3 yrs",0,61,"10+",28000,870.85,28000,"checked",28.19,1792.75,"debt",870.85,10438.55,"q1",19354.2,0,0,1e+05,8645.8,28856,25,0
0,58.7,12.39,"b",0,0,14662.96,7367.85," 3 yrs",33.4,35,"10+",20000,668.02,20000,"partial",7.11,1997.41,"other",668.02,7367.85,"q3",14662.96,1,5,175000,5337.04,7450,9,2
0,84.5,20.49,"b",0,0,0,8288.65," 3 yrs",0,11,"< 1",7000,261.9,7000,"checked",25.59,1288.65,"cc",5145.85,8288.65,"q5",0,0,0,22000,7000,7185,5,0
0,44.4,13.98,"a",0,0,0,15940.26," 3 yrs",0,22,"3",14000,478.36,14000,"partial",5.3,1940.26,"debt",9721.58,15940.26,"q3",0,0,0,72000,14000,14974,11,1
0,37.4,6.62,"b",0,0,0,31810.38," 3 yrs",0,33,"3",29900,918.04,29900,"partial",4.13,1910.38,"cc",7579.87,31810.38,"q1",0,0,0,6e+05,29900,22412,8,0
0,39.4,9.76,"b",0,0,15000,0," 3 yrs",0,58,"NA",15000,482.32,15000,"checked",24.56,0,"debt",0,0,"q2",15000,0,1,50000,0,11530,17,0
0,23.3,8.19,"a",0,0,0,10317.24," 3 yrs",0,20,"5",10000,314.25,10000,"unchecked",17.66,317.24,"cc",9069.34,10317.24,"q1",0,1,0,74000,10000,7280,12,0
0,66.4,15.31,"b",0,0,0,26561.69," 3 yrs",0,35,"7",23200,807.77,23200,"partial",22.66,3361.69,"medical",16868.45,26561.69,"q3",0,0,0,80400,23200,20918,9,2
0,53.9,11.55,"a",0,0,1915.04,9899.79," 3 yrs",0,23,"3",10000,330,10000,"checked",21.93,1814.83,"debt",330,9899.79,"q2",1915.04,1,0,41702,8084.96,8029,11,0
0,91.9,13.33,"b",0,0,3811.45,565.65," 3 yrs",0,27,"7",4200,142.19,4200,"partial",17.87,177.1,"renovation",142.19,565.65,"q3",3811.45,0,0,123000,388.55,37264,14,1
0,92,19.05,"a",0,0,0,33640.3792714," 3 yrs",0,36,"10+",25475,934.46,25475,"checked",15.44,8165.38,"debt",934.27,33640.38,"q4",0,0,1,158000,25475,15184,14,1
0,61.9,8.18,"b",0,0,2122.56,379.9," 3 yrs",0,6,"3",2425,76.2,2425,"partial",17.73,77.46,"debt",76.2,379.9,"q2",2122.56,0,0,35000,302.44,17027,5,0
0,96.2,23.4,"a",0,0,0,38349.4145887," 5 yrs",0,25,"< 1",35000,994.73,35000,"checked",5.73,3349.41,"debt",34371.97,38322.02,"q5",0,0,0,125000,35000,19533,6,0
0,40.2,12.85,"b",0,0,1733.69,5341.76," 3 yrs",0,39,"10+",6000,201.74,6000,"unchecked",12.24,1075.45,"other",201.74,5341.76,"q2",1733.69,0,0,70000,4266.31,11790,13,1
0,36.8,8.18,"b",0,0,16764.12,1816.29," 5 yrs",0,16,"2",18000,366.53,18000,"partial",5.23,580.41,"debt",366.53,1816.29,"q2",16764.12,0,0,275000,1235.88,20134,9,1
0,56.8,20.99,"b",0,0,11398.64,1953.62," 5 yrs",0,16,"10+",12125,327.96,12125,"partial",28.7,1227.26,"renovation",327.96,1953.62,"q5",11398.64,0,1,75000,726.36,9945,5,0
0,46.9,7.89,"b",0,0,12355.4,807.74," 3 yrs",0,43,"3",13000,406.72,13000,"partial",15.09,163.14,"cc",406.72,807.74,"q1",12355.4,0,0,47000,644.6,8059,27,0
0,64.1,14.99,"b",0,0,0,1570.14," 3 yrs",0,43,"< 1",7550,261.69,7550,"partial",30.37,533.98,"debt",261.69,1570.14,"q3",0,1,0,19000,1036.16,9106,14,0
0,36.1,6.49,"b",0,0,4345.56,3677.44," 3 yrs",0,23,"5",7500,229.84,7500,"unchecked",17.2,523,"debt",229.84,3677.44,"q1",4345.56,0,0,65000,3154.44,10864,13,1
0,70,8.9,"b",0,0,5155.8,6858.8," 3 yrs",0,20,"3",10800,342.94,10800,"partial",14.12,1214.6,"other",342.94,6858.8,"q1",5155.8,0,0,127000,5644.2,7702,19,0
0,87.2,15.61,"a",0,0,0,16794.5673138," 3 yrs",0,23,"10+",16000,559.44,16000,"unchecked",16.39,794.57,"debt",4279.79,16794.57,"q3",0,0,0,53000,16000,19358,10,2
0,41.2,10.99,"b",0,0,23605.05,776.59," 3 yrs",0,12,"< 1",24175,791.35,24175,"unchecked",32.39,206.64,"debt",791.35,776.59,"q2",23605.05,0,1,55000,569.95,12526,7,0
0,63.8,16.99,"b",0,0,0,9335.43," 3 yrs",0,23,"10+",8000,285.19,8000,"unchecked",18.12,1335.43,"debt",5913.15,9335.43,"q4",0,0,0,52000,8000,8933,9,1
0,76.6,23.28,"a",0,0,11409.22,22911.61," 5 yrs",0,26,"10+",21850,619.49,21850,"checked",18.98,12470.83,"event",619.49,22911.61,"q6",11409.22,0,0,56000,10440.78,24512,13,0
0,65.1,7.89,"b",0,0,20589.33,5453.13," 3 yrs",0,16,"4",25000,782.15,25000,"partial",16.55,1042.46,"cc",782.15,5453.13,"q1",20589.33,0,0,99000,4410.67,14517,6,0
0,18.8,13.66,"a",0,0,5891.21,2987.14," 3 yrs",0,36,"10+",8000,272.11,8000,"checked",15.35,878.35,"debt",272.11,2987.14,"q3",5891.21,0,0,33000,2108.79,3196,7,0
0,57.7,13.99,"a",0,0,6198.55,1470.7," 3 yrs",0,17,"4",7200,246.05,7200,"checked",29.2,469.25,"debt",246.05,1465.59,"q3",6177.02,0,0,40000,1001.45,10275,12,0
0,61.3,9.67,"a",0,0,3659.35,7706.49," 3 yrs",0,13,"8",10000,321.13,10000,"unchecked",9.97,1365.84,"debt",321.13,7667.96,"q2",3641.06,0,0,90000,6340.65,11825,9,0
0,17.7,9.17,"a",0,0,4258.82,956.27," 3 yrs",0,22,"10+",5000,159.4,5000,"partial",4.58,215.09,"debt",159.4,951.49,"q2",4237.53,0,0,86000,741.18,3463,10,0
0,26.6,6.03,"a",0,0,0,7600.05476015," 3 yrs",0,16,"9",7000,213.05,7000,"unchecked",21.69,600.05,"boat",2491.22,7600.05,"q1",0,0,0,40000,7000,7159,9,2
0,15.6,17.57,"b",0,0,6448.83,4811.26," 3 yrs",0,13,"3",9600,345,9600,"partial",19.28,1660.09,"debt",345,4811.26,"q4",6448.83,1,0,32250,3151.17,3019,11,1
0,94.9,12.69,"a",0,0,1765.39,332.63," 3 yrs",0,38,"10+",2000,67.09,2000,"checked",19.59,98.02,"other",67.09,332.63,"q3",1765.39,0,0,43000,234.61,14133,7,1
0,58.2,8.67,"b",0,0,13900.23,7585.53," 3 yrs",0,16,"10+",20000,632.93,20000,"checked",17.28,1485.76,"cc",632.93,7585.53,"q2",13900.23,0,0,42000,6099.77,19894,12,1
0,34.7,9.17,"b",0,0,10698.38,1988.57," 5 yrs",0,32,"9",12000,250.1,12000,"partial",30.49,686.95,"debt",250.1,1988.57,"q2",10698.38,0,0,80000,1301.62,20089,15,0
0,72.4,15.61,"a",0,0,0,41993.36," 3 yrs",0,32,"5",35000,1223.77,35000,"partial",10.46,6993.36,"debt",19965.5,41993.36,"q3",0,0,1,250000,35000,38131,15,2
0,84.2,15.61,"b",0,0,0,28247.94," 3 yrs",0,64,"9",24000,839.16,24000,"partial",10.54,4247.94,"debt",15660.54,28247.94,"q3",0,0,0,225000,24000,39388,24,0
0,44,10.49,"a",0,0,14016.21,7776.21," 3 yrs",0,26,"3",20000,649.96,20000,"partial",14.27,1792.42,"other",649.96,7776.21,"q2",14016.21,0,0,63000,5983.79,8576,14,0
0,42.1,14.65,"a",0,0,0,12947.39," 3 yrs",0,53,"8",12600,434.63,12600,"partial",26.87,347.39,"debt",12533.27,12947.39,"q3",0,0,1,46000,12600,14094,19,3
0,50.5,12.29,"a",0,0,15158.79,6568.04," 3 yrs",0,18,"10+",20000,667.06,20000,"partial",20.43,1726.83,"debt",667.06,6551.62,"q3",15120.89,0,1,78000,4841.21,20765,10,1
0,40,13.99,"b",0,0,11577.33,828.15," 5 yrs",0,55,"NA",12000,279.16,12000,"unchecked",29.46,405.48,"debt",279.16,828.15,"q3",11577.33,1,5,65500,422.67,6760,32,4
0,13.7,15.95,"a",278.38,2.6241999993,0,8308.18," 5 yrs",0,30,"5",6900,167.62,6900,"checked",7.91,2986.65,"renovation",167.62,8308.18,"q4",0,0,0,203311.42,5043.15,6526,13,4
0,24.7,25.57,"b",0,0,16152.55,5852.39," 5 yrs",0,14,"9",18000,534.36,18000,"partial",17.71,4004.94,"debt",534.36,5852.39,"q6",16152.55,0,0,50000,1847.45,4591,8,1
0,68.2,9.17,"a",0,0,14459.31,7003.19," 3 yrs",0,30,"8",20000,637.58,20000,"partial",27.42,1462.5,"debt",637.58,7003.19,"q2",14459.31,0,0,80000,5540.69,37374,17,1
0,34.8,6.24,"a",0,0,5739.23,1493.61," 3 yrs",0,36,"3",7000,213.72,7000,"unchecked",16.78,232.84,"debt",213.72,1493.61,"q1",5739.23,0,0,65000,1260.77,11843,15,0
0,90.8,7.89,"b",0,0,16471.47,4362.51," 3 yrs",0,15,"< 1",20000,625.72,20000,"partial",26.27,833.98,"cc",625.72,4362.51,"q1",16471.47,0,0,55000,3528.53,20704,8,0
0,43.4,13.98,"b",0,0,15663.12,7907.72," 5 yrs",0,37,"7",20000,465.16,20000,"checked",24.62,3570.84,"debt",465.16,7907.72,"q3",15663.12,0,0,85000,4336.88,10509,16,3
0,79.1,22.9,"a",0,0,14393.21,32517.05," 3 yrs",0,37,"< 1",35000,1353.02,35000,"checked",19.51,11910.26,"other",1353.02,32493.83,"q5",14382.93,0,1,99992,20606.79,23106,14,1
0,75.9,7.9,"b",0,0,0,10533.04," 3 yrs",0,22,"5",10000,312.91,10000,"unchecked",28.68,533.04,"debt",8029.76,10533.04,"q1",0,0,0,65000,10000,19595,10,1
0,26.4,6.92,"b",0,0,3845.23,1384.05," 3 yrs",0,19,"10+",5000,154.21,5000,"unchecked",6.09,229.28,"renovation",154.21,1384.05,"q1",3845.23,1,0,88500,1154.77,1665,6,0
0,11.4,9.38,"a",0,0,0,1675.3," 3 yrs",0,14,"1",10500,335.76,10500,"checked",6.41,389.58,"business",335.76,632.3,"q1",0,0,0,55000,1285.72,1932,9,2
0,22.8,15.31,"a",0,0,9467.57,5016.48," 5 yrs",0,28,"< 1",12000,287.44,12000,"checked",6.02,2484.05,"medical",130,4995.58,"q3",9428.12,0,0,38500,2532.43,1254,7,0
0,65.7,7.9,"a",0,0,0,9461.532431," 3 yrs",0,26,"1",8400,262.84,8400,"unchecked",16.29,1061.53,"debt",5.84,9461.53,"q1",0,0,0,45000,8400,4295,7,1
0,58.9,14.33,"a",0,0,10516.39,11124.28," 5 yrs",0,33,"8",16950,397.31,16950,"checked",27.09,4690.67,"debt",397.31,11124.28,"q3",10516.39,0,0,38000,6433.61,14275,13,0
0,26.3,26.06,"a",4884.48,879.206399988,0,8961.23," 5 yrs",0,47,"10+",27200,815.35,27200,"checked",25.31,2903.61,"debt",815.35,8961.23,"q7",0,0,0,85000,1173.14,10543,23,3
0,38.5,6.03,"a",0,0,3900.91,9130.31," 3 yrs",0,50,"< 1",12000,365.23,12000,"partial",13.64,1031.22,"cc",365.23,9130.31,"q1",3900.91,0,0,154000,8099.09,6551,27,2
0,61.2,6.03,"b",0,0,0,15514.99," 3 yrs",0,48,"5",15000,456.54,15000,"unchecked",26.28,514.99,"cc",12780.77,15514.99,"q1",0,0,0,70000,15000,14573,13,0
0,31.8,6.24,"b",0,0,17239.33,2338.14," 3 yrs",0,40,"1",19200,586.2,19200,"unchecked",19.77,377.47,"cc",586.2,2338.14,"q1",17239.33,0,0,84000,1960.67,25479,20,0
0,23.6,7.26,"b",0,0,19722.51,382.36," 5 yrs",0,34,"4",20000,398.49,20000,"unchecked",22.33,104.87,"renovation",398.49,382.36,"q1",19722.51,0,0,97400,277.49,10689,24,0
0,90.4,13.33,"b",0,0,14594.51,4848.22," 3 yrs",0,18,"< 1",18000,609.36,18000,"partial",29,1442.73,"cc",609.36,4848.22,"q3",14594.51,0,0,46800,3405.49,17446,11,0
0,81.5,11.14,"b",0,0,0,25913.99," 3 yrs",0,36,"10+",23000,754.52,23000,"checked",12.81,2913.99,"cc",13841.67,25913.99,"q2",0,0,1,125000,23000,13284,14,0
0,43.6,14.33,"a",0,0,6165.55,6930.43," 5 yrs",0,32,"6",10200,239.09,10200,"checked",10.57,2895.98,"debt",239.09,6930.43,"q3",6165.55,0,0,60000,4034.45,4973,8,0
0,78.6,17.86,"b",0,0,6727.11,5041.7," 3 yrs",0,12,"3",10000,360.83,10000,"partial",38.63,1768.81,"debt",360.83,5041.7,"q4",6727.11,0,0,42500,3272.89,9666,11,1
0,90.3,9.49,"b",0,0,6515.37,3166.12," 3 yrs",0,28,"10+",9000,288.26,9000,"checked",26.51,681.49,"debt",288.26,3166.12,"q2",6515.37,0,5,103000,2484.63,33052,12,0
0,80,18.49,"b",0,0,1121.21,9318.08," 3 yrs",0,15,"10+",8000,291.19,8000,"partial",18.04,2439.29,"debt",291.19,9318.08,"q4",1121.21,0,0,60000,6878.79,4960,5,1
0,41.9,13.33,"b",0,0,9074.9,1346.75," 3 yrs",0,21,"10+",10000,338.54,10000,"partial",22.91,421.65,"debt",338.54,1346.75,"q3",9074.9,1,4,35000,925.1,2722,11,1
0,87.7,7.89,"a",0,0,0,8130.22," 3 yrs",0,48,"10+",8000,250.29,8000,"partial",24.01,130.22,"debt",7886.94,8028.59,"q1",0,0,1,134000,8000,12447,15,0
0,99.1,13.99,"a",0,0,25433.94,3838.24," 3 yrs",0,21,"10+",28000,956.84,28000,"unchecked",20.22,1272.18,"debt",956.84,3838.24,"q3",25433.94,0,0,109000,2566.06,31725,5,0
0,60.6,10.99,"b",0,0,14861.05,1011.8," 3 yrs",0,45,"2",15600,510.66,15600,"checked",28.98,272.85,"debt",510.66,1011.8,"q2",14861.05,0,0,50000,738.95,11393,21,0
0,68.6,6.24,"b",0,0,21800.5,3807.73," 3 yrs",0,30,"4",25000,763.28,25000,"unchecked",19.53,608.23,"cc",763.28,3807.73,"q1",21800.5,0,0,170000,3199.5,67232,13,0
0,33.8,9.49,"b",0,0,15202.6,7387.53," 3 yrs",0,25,"10+",21000,672.6,21000,"partial",8.99,1590.13,"debt",672.6,7387.53,"q2",15202.6,0,0,225000,5797.4,92407,11,0
0,63,20.2,"a",0,0,0,16669.379625," 5 yrs",0,37,"3",15175,403.74,15175,"partial",24.29,1494.38,"debt",14650.68,16614.46,"q5",0,0,0,38000,15175,28271,9,2
0,26.4,6.03,"b",0,0,9076.98,6881.27," 3 yrs",22.83,37,"7",15000,456.54,15000,"unchecked",11.05,935.42,"cc",479.37,6881.27,"q1",9076.98,0,0,85000,5923.02,18212,21,0
0,54.7,13.66,"a",0,0,3681.99,1866.98," 3 yrs",0,13,"< 1",5000,170.07,5000,"unchecked",6.39,548.97,"cc",170.07,1866.98,"q3",3681.99,0,0,40000,1318.01,4811,9,0
0,61.8,11.44,"b",0,0,1266.82,710.58," 3 yrs",0,6,"3",1800,59.31,1800,"partial",4.12,177.4,"debt",59.31,710.58,"q2",1266.82,0,0,30000,533.18,3459,3,0
0,38.8,13.33,"a",0,0,7354.27,3716.53," 3 yrs",0,38,"3",10000,338.54,10000,"partial",29.7,1070.8,"renovation",338.54,3716.53,"q3",7354.27,1,2,28000,2645.73,7808,14,0
1,31.8,10.49,"b",0,0,5606.41,3108.22," 3 yrs",0,11,"10+",8000,259.99,8000,"checked",2.59,714.63,"debt",259.99,3108.22,"q2",5606.41,0,0,85000,2393.59,5463,7,0
0,28.3,13.68,"a",0,0,1054.84,5485.77," 3 yrs",0,29,"NA",5375,182.88,5375,"checked",16.42,1165.61,"debt",182.88,5485.77,"q3",1054.84,0,1,52000,4320.16,4409,15,2
0,43,16.78,"b",0,0,0,6942.12," 3 yrs",0,30,"6",6000,213.26,6000,"partial",14.5,942.12,"debt",4383,6942.12,"q3",0,0,0,1e+05,6000,15539,12,3
0,44.5,8.9,"b",0,0,8086.29,9653.14," 3 yrs",0,32,"2",16000,508.06,16000,"partial",20.14,1739.43,"cc",534.04,9653.14,"q1",8086.29,0,0,75000,7913.71,22579,15,0
0,32.7,10.16,"a",0,0,0,6467.17," 3 yrs",0,30,"5",6225,201.34,6225,"unchecked",21.24,242.17,"debt",1566.28,6467.17,"q2",0,0,0,43000,6225,4614,21,0
0,80.5,9.99,"b",0,0,7168.13,1621.4," 3 yrs",0,9,"10+",8400,271.01,8400,"unchecked",10.18,389.53,"debt",271.01,1621.4,"q2",7168.13,0,1,33000,1231.87,4024,5,0
0,17,10.99,"a",0,0,7919.46,1462.06," 3 yrs",0,36,"7",9000,294.61,9000,"unchecked",15.39,381.52,"boat",294.61,1462.06,"q2",7919.46,1,0,87500,1080.54,2205,10,3
0,61.6,9.91,"a",0,0,0,11255.25," 3 yrs",0,11,"6",10000,322.25,10000,"unchecked",7.63,1255.25,"debt",5139.37,10973.86,"q2",0,0,0,45000,10000,8506,7,0
0,64.5,12.99,"a",481.01,5.64,0,4483.18," 5 yrs",0,10,"< 1",16000,363.97,16000,"checked",9.26,1801.94,"business",28.16,4469.17,"q3",0,0,0,32000,2200.23,27265,5,0
0,37.3,10.99,"a",0,0,7148.83,6284.96," 3 yrs",0,63,"6",12000,392.81,12000,"partial",19.65,1433.79,"debt",392.81,6284.96,"q2",7148.83,1,0,62000,4851.17,5260,17,1
0,79,12.39,"a",0,0,0,22310.53," 3 yrs",0,35,"9",20000,668.02,20000,"partial",37.66,2310.53,"cc",14314.94,22310.53,"q3",0,0,0,52000,20000,30706,19,0
1,20.1,13.35,"b",0,0,5193.49,5181.09," 3 yrs",0,23,"NA",9000,304.77,9000,"checked",31.79,1374.58,"cc",304.77,5181.09,"q3",5193.49,1,0,24576,3806.51,8708,17,0
0,38.1,11.49,"a",0,0,0,7367.63999681," 5 yrs",0,31,"4",5600,123.14,5600,"partial",17.34,1767.64,"debt",841.22,7367.64,"q2",0,0,0,65000,5600,54165,8,0
0,28.4,9.76,"b",0,0,19519.57,621.41," 3 yrs",0,38,"2",20000,643.1,20000,"checked",24.52,140.98,"debt",643.1,621.41,"q2",19519.57,0,0,82000,480.43,6103,11,0
0,84.7,13.33,"a",0,0,16707.57,4709.87," 3 yrs",0,19,"7",20000,677.07,20000,"partial",13.98,1417.44,"cc",677.07,4709.87,"q3",16707.57,0,1,102000,3292.43,16264,8,0
0,50.8,14.65,"b",0,0,13515.39,1042.77," 5 yrs",0,24,"2",14000,330.5,14000,"unchecked",10.96,558.16,"renovation",330.5,1042.77,"q3",13515.39,0,0,60000,484.61,9195,11,1
0,72.5,10.99,"b",0,0,3106.22,4674.6," 3 yrs",0,3,"10+",6800,222.6,6800,"checked",6.58,980.82,"cc",222.6,4674.6,"q2",3106.22,0,0,25000,3693.78,4713,3,0
0,68.4,17.57,"b",0,0,11158.41,562.53," 5 yrs",0,52,"10+",11400,286.83,11400,"partial",26.81,320.94,"debt",286.83,562.53,"q4",11158.41,1,0,77000,241.59,21952,20,1
0,26.6,9.17,"b",0,0,5261.65,953.34," 3 yrs",0,24,"4",6000,191.28,6000,"partial",6.8,214.99,"cc",191.28,953.34,"q2",5261.65,1,0,54000,738.35,5709,12,1
0,74,16.29,"b",0,0,17450.1,9152.8," 5 yrs",0,19,"< 1",22000,538.4,22000,"partial",15.42,4602.9,"cc",538.4,9152.8,"q4",17450.1,0,0,65000,4549.9,33905,8,1
0,30.8,7.69,"b",0,0,5022.76,5334.12," 3 yrs",0,53,"10+",9500,296.34,9500,"partial",31.92,856.88,"cc",296.34,5334.12,"q1",5022.76,0,0,60000,4477.24,10926,15,0
0,40.7,12.39,"a",0,0,8324.77,2918.82," 5 yrs",15,16,"4",10000,224.43,10000,"checked",8.88,1228.59,"boat",224.43,2918.82,"q3",8324.77,0,1,80000,1675.23,23470,11,1
0,45.4,14.33,"a",0,0,2028.4,22639.21," 3 yrs",0,24,"2",20000,686.77,20000,"checked",13.51,4667.61,"debt",686.77,22497.69,"q3",2015.74,0,0,110000,17971.6,18823,17,3
0,31.8,8.9,"a",0,0,3155.72,5239.3," 3 yrs",0,17,"10+",7500,238.15,7500,"checked",5.81,895.02,"debt",238.15,5221.84,"q1",3145.2,0,0,45000,4344.28,8034,9,0
0,25.6,7.69,"b",0,0,3190.85,2179.31," 3 yrs",0,13,"5",5000,155.97,5000,"partial",8.13,370.16,"holiday",155.97,2179.31,"q1",3190.85,0,0,40000,1809.15,5552,10,1
0,76,19.19,"b",0,0,14540.31,1156.05," 5 yrs",0,41,"5",15000,390.68,15000,"partial",13.22,696.36,"debt",390.68,1156.05,"q5",14540.31,0,0,106000,459.69,15273,13,1
0,38,16.99,"b",0,0,14009.06,2792.43," 3 yrs",0,19,"7",15750,561.46,15750,"partial",21.41,1051.49,"debt",561.46,2792.43,"q4",14009.06,1,0,70000,1740.94,10006,11,0
0,81.2,10.16,"a",0,0,1509.74,7759.12," 3 yrs",0,23,"10+",8000,258.74,8000,"unchecked",14.38,1268.86,"cc",258.74,7759.12,"q2",1509.74,0,1,60000,6490.26,6414,7,0
0,29.2,15.88,"b",0,0,13846.69,14940.8," 5 yrs",0,23,"4",22000,533.6,22000,"checked",28.39,6787.49,"debt",533.6,14940.8,"q3",13846.69,0,0,50000,8153.31,21393,15,0
0,63.4,6.68,"b",0,0,9645.39,3990.28," 3 yrs",0,25,"< 1",13000,399.51,13000,"unchecked",23.04,635.67,"debt",399.51,3990.28,"q1",9645.39,0,0,77000,3354.61,13449,17,0
0,103.2,18.54,"a",0,0,18838.63,6679.78," 5 yrs",0,9,"10+",21750,558.72,21750,"checked",11.84,3768.41,"cc",558.72,6679.78,"q5",18838.63,0,0,52000,2911.37,12997,3,0
0,29.7,10.99,"a",0,0,12787.06,24097.99," 3 yrs",0,34,"7",32000,1047.49,32000,"checked",12.57,4885.05,"cc",1047.49,23928.54,"q2",12697.16,0,0,70000,19212.94,16482,14,1
0,41.9,10.99,"a",0,0,0,11207.56," 3 yrs",0,14,"8",10000,327.34,10000,"partial",12.95,1207.56,"cc",6297.46,11207.56,"q2",0,0,0,48000,10000,7157,6,1
0,65.9,7.26,"a",0,0,25152.04,2501.87," 3 yrs",0,8,"1",27200,843.1,27200,"checked",11.07,453.91,"cc",843.1,2501.87,"q1",25152.04,0,0,85000,2047.96,34256,6,0
0,18.7,5.32,"b",0,0,12000,0," 3 yrs",0,30,"10+",12000,361.38,12000,"partial",5.76,0,"debt",0,0,"q1",12000,0,0,75000,0,12664,16,0
0,23.8,12.99,"b",0,0,2480.32,1412.51," 3 yrs",0,28,"10+",3500,117.92,3500,"unchecked",13.29,392.83,"debt",117.92,1412.51,"q3",2480.32,0,2,56000,1019.68,3400,9,0
0,86.1,18.92,"b",0,0,21378.57,15525.24," 5 yrs",0,24,"10+",28500,738.06,28500,"partial",15.82,8403.81,"cc",738.06,15525.24,"q4",21378.57,0,0,65000,7121.43,26358,13,1
0,92.4,17.57,"a",0,0,33494.73,3488.28," 5 yrs",0,18,"7",35000,880.61,35000,"checked",26.48,1983.01,"debt",880.61,3485.79,"q4",33470.81,0,0,95000,1505.27,39460,8,0
0,43.6,9.99,"a",0,0,22403.34,951.61," 5 yrs",0,32,"10+",23000,488.57,23000,"checked",14.65,354.95,"debt",488.57,951.61,"q2",22403.34,0,2,275000,596.66,21024,29,0
0,43,14.64,"b",0,0,1379.95,2428.14," 3 yrs",0,32,"NA",3200,110.37,3200,"checked",24.52,608.09,"other",110.37,2428.14,"q3",1379.95,0,0,80000,1820.05,20423,14,1
1,24.6,23.99,"a",0,0,24557.08,1371.48," 5 yrs",0,32,"1",25000,719.06,25000,"checked",12.09,928.56,"debt",719.06,1370.11,"q6",24532.52,1,0,85000,442.92,1552,9,3
0,31.2,7.62,"b",0,0,0,10882.99," 3 yrs",0,19,"2",10000,311.62,10000,"partial",21.42,882.99,"debt",5897.07,10882.99,"q1",0,0,1,32000,10000,7905,9,0
0,62.4,12.39,"b",0,0,6007.86,3392.29," 3 yrs",0,20,"4",8500,283.91,8500,"partial",24.04,900.15,"debt",283.91,3392.29,"q3",6007.86,0,0,30000,2492.14,9174,14,2
0,34.1,13.18,"b",0,0,25839.8,568.69," 5 yrs",0,37,"10+",26150,597.41,26150,"unchecked",28.88,258.49,"debt",597.41,568.69,"q3",25839.8,0,0,60000,310.2,9879,15,0
0,69.1,14.65,"b",0,0,4429.04,858.33," 3 yrs",0,21,"4",5000,172.48,5000,"partial",28.93,287.37,"other",172.48,858.33,"q3",4429.04,0,0,56000,570.96,21492,16,0
0,16.4,6.62,"a",0,0,0,38133.5171556," 3 yrs",0,13,"9",34500,1059.28,34500,"partial",16.46,3633.52,"business",1061.6,38078.26,"q1",0,0,0,120000,34500,5317,8,0
0,61.7,15.61,"a",0,0,4880.26,956.78," 3 yrs",0,12,"< 1",5500,192.31,5500,"partial",10.31,337.04,"debt",192.31,956.78,"q4",4880.26,0,1,27000,619.74,8392,6,0
0,7.5,15.22,"a",0,0,14187.97,16135.83," 5 yrs",0,12,"5",23275,556.41,23275,"checked",6.11,7048.8,"renovation",556.41,16135.83,"q3",14187.97,0,0,160000,9087.03,1023,6,2
0,98.7,12.39,"a",0,0,0,10705.13," 3 yrs",0,22,"5",10000,334.01,10000,"partial",22.1,705.13,"cc",8707.95,10705.13,"q3",0,0,0,55000,10000,12529,10,0
0,74.2,8.18,"a",0,0,15448.8,5637.33," 3 yrs",0,26,"6",20000,628.39,20000,"partial",21.05,1086.13,"debt",628.39,5609.14,"q2",15371.55,0,0,70000,4551.2,18856,8,1
0,28.6,7.69,"b",0,0,6381.7,4362.89," 3 yrs",0,15,"7",10000,311.94,10000,"unchecked",21.6,744.59,"cc",311.94,4362.89,"q1",6381.7,0,1,60000,3618.3,6588,7,0
0,97.8,13.33,"b",0,0,30462.4,2910.38," 5 yrs",0,17,"10+",32000,733.52,32000,"checked",4.51,1372.78,"other",733.52,2910.38,"q3",30462.4,0,0,350000,1537.6,36369,9,0
0,79.2,11.22,"b",0,0,25000,0," 3 yrs",0,12,"10+",25000,821.08,25000,"partial",9.9,0,"cc",0,0,"q2",25000,0,1,135000,0,25531,10,0
0,42.5,6.03,"b",0,0,4993.47,2341.21," 3 yrs",0,11,"4",7000,213.05,7000,"unchecked",7.28,334.68,"debt",213.05,2341.21,"q1",4993.47,0,0,130000,2006.53,9046,7,1
0,24.7,12.69,"a",0,0,5337.7,1491.55," 3 yrs",0,28,"9",6400,214.69,6400,"partial",23.76,429.25,"renovation",214.69,1491.55,"q3",5337.7,0,0,27000,1062.3,2671,6,1
0,0,19.2,"a",1529.23,15.2922999967,0,3003.54," 5 yrs",0,11,"10+",11325,295.03,11325,"partial",4.85,886.98,"boat",295.03,3003.54,"q4",0,0,0,48000,587.33,0,5,0
0,58.7,19.99,"b",0,0,0,11559.63," 5 yrs",0,37,"10+",10600,280.78,10600,"unchecked",6.46,959.63,"debt",10448.28,11559.63,"q5",0,0,0,72430,10600,12792,13,1
0,48.9,11.14,"a",4800.32,829.9244,0,9599.12," 3 yrs",0,35,"NA",16000,524.89,16000,"checked",23.61,2098.95,"cc",200.29,9599.12,"q2",0,0,2,70580,2699.85,3767,10,0
